Ñâå Çä×Ñêâ,ÇÓå Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÇæÌäêÒê,åäãêÉ Çä×Ñêâ ÙÑÈê,åäãêÉ Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÇæÌäêÒê,ÍÇäÉ Çä×Ñêâ ÙÑÈê,ÍÇäÉ Çä×Ñêâ ÇæÌäêÒê,Çä×èä ÇäçæÏÓê Çä×Ñêâ,Çäåæ×âÉ
8788,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.050896697,ÊÈèã
8788,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.046945466,ÊÈèã
8877,èÕäÉ ÇäÎÑÇÑ / ÌêÏÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.13220435,ÊÈèã
8877,èÕäÉ ÇäÎÑÇÑ / ÌêÏÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.075071117,ÊÈèã
8930,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,55.91911294,ÊÈèã
8460,áÖäÇ - ÌêÏÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,21.79419954,ÇäåÏêæÉ ÇäåæèÑÉ
8460,áÖäÇ - ÌêÏÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.092514593,ÊÈèã
8460,áÖäÇ / ÌêÏÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,22.83132316,ÇäåÏêæÉ ÇäåæèÑÉ
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,50.16806662,ÊÈèã
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,25.73604236,ÊÈèã
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.714106077,ÇäåÏêæÉ ÇäåæèÑÉ
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.339245518,ÇäåÏêæÉ ÇäåæèÑÉ
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.738701439,ÊÈèã
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.92636686,ÇäåÏêæÉ ÇäåæèÑÉ
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,15.32541633,ÇäåÏêæÉ ÇäåæèÑÉ
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,15.425656,ÊÈèã
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,68.98473496,ÇäåÏêæÉ ÇäåæèÑÉ
8776,ÇäÙäÇ - ÈÏÇ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.527381932,ÇäåÏêæÉ ÇäåæèÑÉ
8790,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,34.02150572,ÊÈèã
8806,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,28.81567097,ÊÈèã
8888,ÃåäÌ - ÇäÙêÕ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.390255607,ÇäåÏêæÉ ÇäåæèÑÉ
8888,ÃåäÌ - ÇäÙêÕ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.220876665,ÇäåÏêæÉ ÇäåæèÑÉ
8900,ÊÈèã-ÇäÈÏêÙÉ-ÈÑêâÇÁ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.809301787,ÊÈèã
8900,ÊÈèã-ÇäÈÏêÙÉ-ÈÑêâÇÁ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,20.54393359,ÊÈèã
8900,ÊÈèã-ÇäÈÏêÙÉ-ÈÑêâÇÁ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,23.78959827,ÊÈèã
8900,ÊÈèã-ÇäÈÏêÙÉ-ÈÑêâÇÁ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.516093317,ÊÈèã
8900,ÊÈèã-ÇäÈÏêÙÉ-ÈÑêâÇÁ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.171250579,ÊÈèã
8900,ÊÈèã-ÇäÈÏêÙÉ-ÈÑêâÇÁ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,143.3034408,ÊÈèã
8903,ÇäÈÑêãÉ - ÊÈèã,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,14.69690579,ÊÈèã
8903,ÇäÈÑêãÉ - ÊÈèã,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,15.40258409,ÇäåÏêæÉ ÇäåæèÑÉ
8903,ÇäÈÑêãÉ - ÊÈèã,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,22.43630943,ÇäåÏêæÉ ÇäåæèÑÉ
8903,ÇäÈÑêãÉ - ÊÈèã,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,15.16982096,ÊÈèã
8903,ÇäÈÑêãÉ - ÊÈèã,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,31.12104587,ÇäåÏêæÉ ÇäåæèÑÉ
8903,ÇäÈÑêãÉ - ÊÈèã,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,28.57390406,ÊÈèã
8903,ÇäÈÑêãÉ - ÊÈèã,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,63.48640777,ÊÈèã
8460,áÖäÇ / ÌêÏÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,14.63248512,ÊÈèã
8790,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,13.32001571,ÊÈèã
8888,ÃåäÌ - ÇäÙêÕ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,17.0817734,ÊÈèã
8900,ÊÈèã-ÇäÈÏêÙÉ-ÈÑêâÇÁ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,13.05083384,ÊÈèã
8806,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,56.14163008,ÇäåÏêæÉ ÇäåæèÑÉ
8460,áÖäÇ / ÌêÏÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.134991453,ÊÈèã
8462,ÇäÇÍåÑ - ÙÏÇæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,37.21677077,ÇäåÏêæÉ ÇäåæèÑÉ
8462,ÇäÇÍåÑ - ÙÏÇæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,42.22184309,ÇäåÏêæÉ ÇäåæèÑÉ
8784,×Ñêâ ÊÈèã - ÔÑåÇ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.804204106,ÊÈèã
8835,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,2.020879438,ÊÈèã
8701,×Ñêâ ÌÑêÔ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,30.32139264,ÊÈèã
8868,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.442777954,ÊÈèã
8782,×Ñêâ ÒÑÇÙé,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.286651527,ÊÈèã
8777,×Ñêâ ÇäãÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.221457349,ÊÈèã
8952,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.05075716,ÊÈèã
8580,ÓÑÇÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.039128667,ÇäåÏêæÉ ÇäåæèÑÉ
8582,ËÑÈÉ - åæÌé,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.515527841,ÇäåÏêæÉ ÇäåæèÑÉ
9200,×Ñêâ ÇäÙĞêÈ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.158870887,ÇäåÏêæÉ ÇäåæèÑÉ
9200,×Ñêâ ÇäÙĞêÈ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.696712928,ÇäåÏêæÉ ÇäåæèÑÉ
9201,×Ñêâ ÇäÇËÇÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.639924749,ÇäåÏêæÉ ÇäåæèÑÉ
8423,ÇäåÏÑÓÉ ÈÇäÙĞêÈ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.464326022,ÇäåÏêæÉ ÇäåæèÑÉ
8438,âÕêÈ ÇäÃÙèÌ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.758498532,ÇäåÏêæÉ ÇäåæèÑÉ
8529,èÕäÉ áÖäÇ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.314588649,ÇäåÏêæÉ ÇäåæèÑÉ
8447,åÕÇÏÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.772122618,ÇäåÏêæÉ ÇäåæèÑÉ
8962,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.475500349,ÇäåÏêæÉ ÇäåæèÑÉ
8962,×Ñêâ ÙÑÏÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,14.48231544,ÊÈèã
8585,×Ñêâ ÇäÎÑÇ×,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.078941467,ÇäåÏêæÉ ÇäåæèÑÉ
8794,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.112093839,ÊÈèã
8794,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.895947347,ÊÈèã
8953,èÕäÉ ÑèÇáç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.313310658,ÊÈèã
8959,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.90337966,ÊÈèã
8834,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.133282752,ÊÈèã
9010,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.076770681,ÇäÌèá
9010,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.072980465,ÇäÌèá
9124,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,24.16756195,ÇäÌèá
9195,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,22.43873052,ÇäÌèá
9073,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.5249242,ÇäÌèá
9652,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,14.07653246,ÇäÌèá
9153,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.883980649,ÇäÌèá
9156,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.914681045,ÇäÌèá
9102,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.183604444,ÇäÌèá
9017,×Ñêâ çÏÈÇæ / ÇääâÇÆ×,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.1515686,ÇäÌèá
9019,×Ñêâ çÏÈÇæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.771223221,ÇäÌèá
9106,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.99985172,ÇäÌèá
9107,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.021140395,ÇäÌèá
9108,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.065027832,ÇäÌèá
9110,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.255538046,ÇäÌèá
9109,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.162754172,ÇäÌèá
9018,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.07551285,ÇäÌèá
9137,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.530811122,ÇäÌèá
9138,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.466223917,ÇäÌèá
9139,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.676553666,ÇäÌèá
9140,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.889615002,ÇäÌèá
9141,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.268639591,ÇäÌèá
9631,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.10141048,ÇäÌèá
9142,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,17.1671937,ÇäÌèá
9167,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,17.21506722,ÇäÌèá
9171,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.995731031,ÇäÌèá
9172,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.753275868,ÇäÌèá
9075,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.100597849,ÇäÌèá
9076,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.980200814,ÇäÌèá
9072,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.01073601,ÇäÌèá
9092,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.131071556,ÇäÌèá
9113,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.00600811,ÇäÌèá
9094,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.834570006,ÇäÌèá
9095,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.00520789,ÇäÌèá
9097,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.251580131,ÇäÌèá
9103,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.405864534,ÇäÌèá
9143,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.062678496,ÇäÌèá
9146,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.320865122,ÇäÌèá
9090,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.619800958,ÇäÌèá
9096,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.796921774,ÇäÌèá
9093,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.446145131,ÇäÌèá
9621,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,11.91364456,ÇäÌèá
9198,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.04716875,ÇäÌèá
